run_id,asset_id,asset_type,failure_time,fault_type,severity,severity_category,repair_time_h,waiting_time_h,total_downtime_h,part_in_stock,business_hours_delay_h,restoration_time,caused_by,health_index,rul_remaining_h,operating_hours,zone_temp_rise_C,peak_zone_temp_C,energy_deficit_kWh,comfort_hours_lost,ppd_discomfort_pct,secondary_damage_score,rul_reduction_pct,repair_cost_multiplier,arrhenius_stress_factor,occupancy_stress_multiplier,cascade_probability_adjusted,physics_model_version
1,FCU_003,FCU,2023-11-25 13:59:29.188706,Valve actuator,2,MEDIUM,4.755593502869599,55.902266416554625,60.657859919424226,False,43.0,2023-11-28 02:38:57.484416,,79.5,38629.453217639995,7885.991441307222,0.0,22.0,0.0,0.0,5.0,29.577456849471822,14.788728424735911,1.1915491369894364,1.0122023150067547,1.015,0.0,PM_v4_0_PHYSICS_INFORMED
1,HP_001,HeatPump,2024-05-10 13:28:51.238293,Heat exchanger fouling,2,MEDIUM,3.9614090773999475,0.0,3.9614090773999475,True,0.0,2024-05-10 17:26:32.310972,,76.5,25454.556860425357,11893.480899525834,68.60006999439966,90.60006999439966,789.6228361266876,3.75,100.0,3.785144315315281,1.8925721576576404,1.0,1.9994868858575874,1.2,0.15,PM_v4_0_PHYSICS_INFORMED
1,FCU_002,FCU,2024-05-10 14:05:17.464125,Filter blockage,1,LOW,1.279445852131128,0.0,1.279445852131128,True,0.0,2024-05-10 15:22:03.469193,HP_001,78.5,34621.35647446805,11894.088184479167,0.0,22.0,0.0,0.0,5.0,0.10580797757197125,0.05290398878598562,1.0,1.352775577864729,1.3,0.0,PM_v4_0_PHYSICS_INFORMED
1,FCU_013,FCU,2024-05-10 14:32:24.039415,Valve actuator,2,MEDIUM,1.5585046039611656,10.744790840702956,12.303295444664123,False,0.0,2024-05-11 02:50:35.903016,HP_001,78.5,34620.9046479986,11894.54001094861,0.0,22.0,0.0,0.0,5.0,5.169775275952246,2.584887637976123,1.0,1.1837385689648414,1.3,0.0,PM_v4_0_PHYSICS_INFORMED
1,FCU_014,FCU,2024-05-10 14:49:59.979689,Valve actuator,2,MEDIUM,2.4580247236862465,0.0,2.4580247236862465,True,0.0,2024-05-10 17:17:28.868694,HP_001,78.5,34620.61133125582,11894.833327691389,0.0,22.0,0.0,0.0,5.0,1.44002951773304,0.72001475886652,1.0,1.1837385689648414,1.3,0.0,PM_v4_0_PHYSICS_INFORMED
1,CHWP_001,CHW_Pump,2024-05-10 14:53:47.867123,Seal leakage,2,MEDIUM,4.160830617274652,0.0,4.160830617274652,True,0.0,2024-05-10 19:03:26.857345,HP_001,77.5,33497.75374590443,11894.89662975639,0.0,22.0,0.0,0.0,5.0,2.313664699631257,1.1568323498156285,1.0,1.324625151303793,1.2,0.0,PM_v4_0_PHYSICS_INFORMED
1,FCU_040,FCU,2024-05-10 14:56:05.153514,Coil fouling,1,LOW,1.9483436604040263,0.0,1.9483436604040263,True,0.0,2024-05-10 16:52:59.190691,HP_001,78.5,34620.50989408221,11894.934764865,0.0,22.0,0.0,0.0,5.0,0.1872134743534621,0.09360673717673106,1.0,1.1837385689648414,1.3,0.0,PM_v4_0_PHYSICS_INFORMED
1,FCU_026,FCU,2024-05-10 15:13:18.735383,Filter blockage,1,LOW,1.0438946356837007,0.0,1.0438946356837007,True,0.0,2024-05-10 16:15:56.756071,HP_001,78.5,34620.22278800749,11895.221870939722,0.0,22.0,0.0,0.0,5.0,0.09362163406012528,0.04681081703006264,1.0,1.1837385689648414,1.3,0.0,PM_v4_0_PHYSICS_INFORMED
1,FCU_024,FCU,2024-05-10 15:27:08.285992,Fan motor failure,2,MEDIUM,3.8383132503108786,19.94242326935542,23.7807365196663,False,0.0,2024-05-11 15:13:58.937463,HP_001,78.5,34619.99235728277,11895.452301664443,0.0,22.0,0.0,0.0,5.0,9.608109540961967,4.804054770480984,1.0,1.1837385689648414,1.3,0.0,PM_v4_0_PHYSICS_INFORMED
1,FCU_050,FCU,2025-02-16 05:05:30.362935,Coil fouling,1,LOW,2.2419665804698674,29.029356653995237,31.271323234465104,True,27.0,2025-02-17 12:21:47.126579,,77.5,27862.352891465267,18653.091767481947,0.0,22.0,0.0,0.0,5.0,1.0472689905832353,0.5236344952916177,1.0,0.5,1.015,0.0,PM_v4_0_PHYSICS_INFORMED
1,FCU_001,FCU,2025-02-25 23:29:24.403740,Filter blockage,1,LOW,0.5,11.691875299920445,12.191875299920445,True,9.0,2025-02-26 11:40:55.154820,,77.5,27627.954546797213,18887.49011215,0.0,22.0,0.0,0.0,5.0,0.5278663279773045,0.26393316398865224,1.0,0.5,1.03,0.0,PM_v4_0_PHYSICS_INFORMED
1,CHWP_001,CHW_Pump,2025-04-04 08:07:42.500600,Bearing wear,3,HIGH,8.688920117870445,0.0,8.688920117870445,True,0.0,2025-04-04 16:49:02.613024,,73.5,25608.521903271932,19784.12847238889,0.0,22.0,0.0,0.0,5.0,6.174862395677941,3.0874311978389706,1.0,0.5,1.018,0.216,PM_v4_0_PHYSICS_INFORMED
1,FCU_004,FCU,2025-04-04 08:49:39.010178,Filter blockage,1,LOW,1.7349979450795634,0.0,1.7349979450795634,True,0.0,2025-04-04 10:33:45.002780,CHWP_001,77.5,26730.61715611999,19784.827502827222,0.0,22.0,0.0,0.0,5.0,0.17536215297578486,0.08768107648789243,1.0,0.6401522628361509,1.3,0.0,PM_v4_0_PHYSICS_INFORMED
1,FCU_039,FCU,2025-04-04 09:02:06.822661,Fan motor failure,2,MEDIUM,6.254194476423806,32.24769891594981,38.50189339237362,False,0.0,2025-04-05 23:32:13.638874,CHWP_001,77.5,26730.40943043027,19785.035228516943,0.0,22.0,0.0,0.0,5.0,15.724949613535799,7.862474806767899,1.0,0.6401522628361509,1.3,0.0,PM_v4_0_PHYSICS_INFORMED
1,FCU_045,FCU,2025-04-04 09:06:09.249266,Thermostat failure,1,LOW,2.302946530392574,0.0,2.302946530392574,True,0.0,2025-04-04 11:24:19.856775,CHWP_001,77.5,26730.342089706657,19785.102569240556,0.0,22.0,0.0,0.0,5.0,0.1953101466382628,0.0976550733191314,1.0,0.6401522628361509,1.3,0.0,PM_v4_0_PHYSICS_INFORMED
1,FCU_002,FCU,2025-04-04 09:11:47.919078,Fan motor failure,2,MEDIUM,3.8695408295570037,0.0,3.8695408295570037,True,0.0,2025-04-04 13:03:58.266064,CHWP_001,74.5,26730.24801475888,19785.196644188334,0.0,22.0,0.0,0.0,5.0,1.846015932647985,0.9230079663239925,1.0,0.6401522628361509,1.3,0.0,PM_v4_0_PHYSICS_INFORMED
1,FCU_014,FCU,2025-04-04 09:13:15.757527,Coil fouling,1,LOW,1.6906440314376256,0.0,1.6906440314376256,True,0.0,2025-04-04 10:54:42.076040,CHWP_001,74.5,26730.223615189716,19785.221043757498,0.0,22.0,0.0,0.0,5.0,0.16593169059618185,0.08296584529809092,1.0,0.6401522628361509,1.3,0.0,PM_v4_0_PHYSICS_INFORMED
1,FCU_026,FCU,2025-04-04 09:28:20.483578,Valve actuator,2,MEDIUM,1.9239320340251467,0.0,1.9239320340251467,True,0.0,2025-04-04 11:23:46.638900,CHWP_001,74.5,26729.97230239777,19785.472356549442,0.0,22.0,0.0,0.0,5.0,1.0385167653304883,0.5192583826652442,1.0,0.6401522628361509,1.3,0.0,PM_v4_0_PHYSICS_INFORMED
1,FCU_005,FCU,2025-04-04 09:34:15.115654,Valve actuator,2,MEDIUM,3.1379814017412757,0.0,3.1379814017412757,True,0.0,2025-04-04 12:42:31.848700,CHWP_001,77.5,26729.873793487768,19785.570865459445,0.0,22.0,0.0,0.0,5.0,1.853489309366962,0.926744654683481,1.0,0.6091798857553665,1.3,0.0,PM_v4_0_PHYSICS_INFORMED
1,FCU_037,FCU,2025-04-04 09:54:24.196991,Fan motor failure,2,MEDIUM,3.197956336811554,0.0,3.197956336811554,True,0.0,2025-04-04 13:06:16.839804,CHWP_001,77.5,26729.537937560825,19785.90672138639,0.0,22.0,0.0,0.0,5.0,1.5164496419432667,0.7582248209716334,1.0,0.6091798857553665,1.3,0.0,PM_v4_0_PHYSICS_INFORMED
1,FCU_008,FCU,2025-04-04 10:04:18.256965,Fan motor failure,2,MEDIUM,4.149347931141101,0.0,4.149347931141101,True,0.0,2025-04-04 14:13:15.909517,CHWP_001,77.5,26729.37292090138,19786.071738045834,0.0,22.0,0.0,0.0,5.0,2.3852047758658657,1.1926023879329328,1.0,0.6091798857553665,1.3,0.0,PM_v4_0_PHYSICS_INFORMED
