run_id,asset_id,asset_type,failure_time,fault_type,severity,severity_category,repair_time_h,waiting_time_h,total_downtime_h,part_in_stock,business_hours_delay_h,restoration_time,caused_by,health_index,rul_remaining_h,operating_hours,zone_temp_rise_C,peak_zone_temp_C,energy_deficit_kWh,comfort_hours_lost,ppd_discomfort_pct,secondary_damage_score,rul_reduction_pct,repair_cost_multiplier,arrhenius_stress_factor,occupancy_stress_multiplier,cascade_probability_adjusted,physics_model_version
119,FCU_023,FCU,2024-03-17 16:51:59.026322,Fan motor failure,2,MEDIUM,4.108102908429911,41.8383641403279,45.94646704875781,False,16.0,2024-03-19 14:48:46.307698,,78.5,35914.578262746654,10600.866396200556,0.0,22.0,0.0,0.0,5.0,17.28714899079496,8.64357449539748,1.0,0.7101672510122348,1.015,0.0,PM_v4_0_PHYSICS_INFORMED
119,CHWP_001,CHW_Pump,2024-09-17 02:12:26.997762,Bearing wear,3,HIGH,4.921176440061361,7.5975534289266315,12.518729868987993,True,6.0,2024-09-17 14:43:34.425290,,77.5,30390.44287628249,15002.207499378334,0.0,22.0,0.0,0.0,5.0,6.41378029359945,3.206890146799725,1.0,0.5,1.1280000000000001,0.216,PM_v4_0_PHYSICS_INFORMED
119,FCU_037,FCU,2024-09-17 02:55:01.207644,Filter blockage,1,LOW,1.4472623892765668,7.608781894839174,9.05604428411574,True,6.0,2024-09-17 11:58:22.967067,CHWP_001,78.5,31512.52765682388,15002.917002123333,0.0,22.0,0.0,0.0,5.0,1.0676561154940474,0.5338280577470237,1.0,0.5314908379736781,1.03,0.0,PM_v4_0_PHYSICS_INFORMED
119,FCU_032,FCU,2024-09-17 03:17:45.157076,Thermostat failure,1,LOW,1.9745257900692548,7.449149828341245,9.423675618410499,True,5.0,2024-09-17 12:43:10.389302,CHWP_001,78.5,31512.148781981658,15003.295876965556,0.0,22.0,0.0,0.0,5.0,0.8668884678226633,0.43344423391133163,1.0,0.5314908379736781,1.03,0.0,PM_v4_0_PHYSICS_INFORMED
119,FCU_012,FCU,2024-09-17 03:18:05.732222,Fan motor failure,2,MEDIUM,5.562309577639249,34.80864003003213,40.37094960767138,False,5.0,2024-09-18 19:40:21.150810,CHWP_001,78.5,31512.143066663324,15003.301592283888,0.0,22.0,0.0,0.0,5.0,18.428755962699025,9.214377981349513,1.0,0.5314908379736781,1.03,0.0,PM_v4_0_PHYSICS_INFORMED
119,FCU_005,FCU,2024-09-17 03:22:29.478726,Fan motor failure,2,MEDIUM,5.545610108382482,27.073824719399262,32.619434827781745,False,5.0,2024-09-18 11:59:39.444106,CHWP_001,78.5,31512.069803745548,15003.374855201666,0.0,22.0,0.0,0.0,5.0,15.979603781458543,7.989801890729272,1.0,0.5314908379736781,1.03,0.0,PM_v4_0_PHYSICS_INFORMED
119,FCU_033,FCU,2024-09-17 03:25:20.316513,Fan motor failure,2,MEDIUM,3.815373340650169,8.315993375765988,12.131366716416156,True,5.0,2024-09-17 15:33:13.236692,CHWP_001,78.5,31512.022348804712,15003.422310142501,0.0,22.0,0.0,0.0,5.0,5.757816328383683,2.8789081641918415,1.0,0.5314908379736781,1.03,0.0,PM_v4_0_PHYSICS_INFORMED
119,FCU_027,FCU,2024-09-17 03:38:33.525944,Valve actuator,2,MEDIUM,2.7013392283767783,17.102601398727465,19.803940627104243,False,5.0,2024-09-17 23:26:47.712202,CHWP_001,78.5,31511.80201285166,15003.642646095555,0.0,22.0,0.0,0.0,5.0,10.66474626093493,5.332373130467465,1.0,0.5,1.03,0.0,PM_v4_0_PHYSICS_INFORMED
119,FCU_028,FCU,2024-09-17 03:51:15.642028,Filter blockage,1,LOW,0.9430564533752188,7.765708582632156,8.708765036007375,False,5.0,2024-09-17 12:33:47.196158,CHWP_001,78.5,31511.590313939436,15003.854345007776,0.0,22.0,0.0,0.0,5.0,0.8532569115464989,0.4266284557732494,1.0,0.5,1.03,0.0,PM_v4_0_PHYSICS_INFORMED
119,FCU_016,FCU,2024-09-17 03:59:51.132465,Thermostat failure,1,LOW,1.4232958465638497,7.034822465393303,8.458118311957152,True,5.0,2024-09-17 12:27:20.358388,CHWP_001,78.5,31511.44712215138,15003.997536795832,0.0,22.0,0.0,0.0,5.0,0.8180229244620388,0.4090114622310194,1.0,0.5,1.03,0.0,PM_v4_0_PHYSICS_INFORMED
119,FCU_031,FCU,2024-09-17 04:01:41.197288,Filter blockage,1,LOW,0.7892577194388203,5.996965224693567,6.786222944132388,True,4.0,2024-09-17 10:48:51.599887,CHWP_001,78.5,31511.416548589434,15004.028110357778,0.0,22.0,0.0,0.0,5.0,0.6086688628043431,0.30433443140217153,1.0,0.5,1.03,0.0,PM_v4_0_PHYSICS_INFORMED
119,FCU_021,FCU,2025-03-25 09:38:32.122910,Valve actuator,2,MEDIUM,3.8339895937848008,0.0,3.8339895937848008,True,0.0,2025-03-25 13:28:34.485448,,77.5,26969.802402583326,19545.642256363888,0.0,22.0,0.0,0.0,5.0,1.4253489704699165,0.7126744852349582,1.0,0.7007895697083634,1.3,0.0,PM_v4_0_PHYSICS_INFORMED
